Airline,ORG,DES,Aircraft_Family,Aircraft_Type,June_2019_Flights,June_2019_Seats,June_2019_ASMs,June_2018_Flights,June_2018_Seats,June_2018_ASMs,June_Diff_Flights,June_Diff_Seats,June_Diff_ASMs,June_Rate_Flights,June_Rate_Seats,June_Rate_ASMs
PB,YUL,YWK,DeHavilland Dash-8,DHC-8-300,0,0,0,1,51,"30,702",-1,-51,"-30,702",-100.00%,-100.00%,-100.00%
PB,YWK,YYR,DeHavilland Dash-8,DHC-8-100,4,148,"39,960",4,148,"39,960",0,0,0,0.00%,0.00%,0.00%
PB,YWK,YYR,DeHavilland Dash-8,DHC-8-300,27,"1,377","371,790",23,"1,173","316,710",4,204,"55,080",17.40%,17.40%,17.40%
PB,YWK,YYT,DeHavilland Dash-8,DHC-8-100,0,0,0,1,37,"26,751",-1,-37,"-26,751",-100.00%,-100.00%,-100.00%
PB,YWK,YYT,DeHavilland Dash-8,DHC-8-300,2,102,"73,746",2,102,"73,746",0,0,0,0.00%,0.00%,0.00%
PB,YWK,YYY,Beechcraft,Beech 1900D Airliner,14,266,"80,864",9,171,"51,984",5,95,"28,880",55.60%,55.60%,55.60%
PB,YWK,YZV,DeHavilland Dash-8,DHC-8-100,0,0,0,44,"1,628","307,692",-44,"-1,628","-307,692",-100.00%,-100.00%,-100.00%
PB,YWK,YZV,DeHavilland Dash-8,DHC-8-300,52,"2,652","501,228",3,153,"28,917",49,"2,499","472,311",1633.30%,1633.30%,1633.30%
PB,YWK,ZUM,DeHavilland Dash-8,DHC-8-100,0,0,0,17,629,"77,367",-17,-629,"-77,367",-100.00%,-100.00%,-100.00%
PB,YWK,ZUM,DeHavilland Dash-8,DHC-8-300,27,"1,377","169,371",10,510,"62,730",17,867,"106,641",170.00%,170.00%,170.00%
PB,YYR,YAY,DeHavilland Dash-8,DHC-8-100,4,148,"34,336",7,259,"60,088",-3,-111,"-25,752",-42.90%,-42.90%,-42.90%
PB,YYR,YBX,DeHavilland Dash-8,DHC-8-100,27,999,"187,812",5,185,"34,780",22,814,"153,032",440.00%,440.00%,440.00%
PB,YYR,YBX,DeHavilland Dash-8,DHC-8-300,0,0,0,22,"1,122","210,936",-22,"-1,122","-210,936",-100.00%,-100.00%,-100.00%
PB,YYR,YDF,DeHavilland Dash-8,DHC-8-100,4,148,"46,176",21,777,"242,424",-17,-629,"-196,248",-81.00%,-81.00%,-81.00%
PB,YYR,YDF,DeHavilland Dash-8,DHC-8-300,77,"3,927","1,225,224",53,"2,703","843,336",24,"1,224","381,888",45.30%,45.30%,45.30%
PB,YYR,YDP,DeHavilland,DHC-6 Twin Otter,27,513,"116,964",27,513,"116,964",0,0,0,0.00%,0.00%,0.00%
PB,YYR,YNP,DeHavilland,DHC-6 Twin Otter,23,437,"79,534",22,418,"76,076",1,19,"3,458",4.50%,4.50%,4.50%
PB,YYR,YQX,DeHavilland Dash-8,DHC-8-100,0,0,0,5,185,"73,075",-5,-185,"-73,075",-100.00%,-100.00%,-100.00%
PB,YYR,YQX,DeHavilland Dash-8,DHC-8-300,0,0,0,3,153,"60,435",-3,-153,"-60,435",-100.00%,-100.00%,-100.00%
PB,YYR,YRG,DeHavilland,DHC-6 Twin Otter,27,513,"55,404",26,494,"53,352",1,19,"2,052",3.80%,3.80%,3.80%
PB,YYR,YWK,DeHavilland Dash-8,DHC-8-100,0,0,0,22,814,"219,780",-22,-814,"-219,780",-100.00%,-100.00%,-100.00%
PB,YYR,YWK,DeHavilland Dash-8,DHC-8-300,35,"1,785","481,950",11,561,"151,470",24,"1,224","330,480",218.20%,218.20%,218.20%
PB,YYR,YYT,DeHavilland Dash-8,DHC-8-100,0,0,0,4,148,"76,812",-4,-148,"-76,812",-100.00%,-100.00%,-100.00%
PB,YYR,YYT,DeHavilland Dash-8,DHC-8-300,0,0,0,3,153,"79,407",-3,-153,"-79,407",-100.00%,-100.00%,-100.00%
PB,YYR,ZUM,DeHavilland Dash-8,DHC-8-300,23,"1,173","179,469",22,"1,122","171,666",1,51,"7,803",4.50%,4.50%,4.50%
PB,YYT,YAY,DeHavilland Dash-8,DHC-8-100,27,999,"300,699",9,333,"100,233",18,666,"200,466",200.00%,200.00%,200.00%
PB,YYT,YAY,DeHavilland Dash-8,DHC-8-300,0,0,0,19,969,"291,669",-19,-969,"-291,669",-100.00%,-100.00%,-100.00%
PB,YYT,YDF,DeHavilland Dash-8,DHC-8-100,27,999,"240,759",25,925,"222,925",2,74,"17,834",8.00%,8.00%,8.00%
PB,YYT,YDF,DeHavilland Dash-8,DHC-8-300,31,"1,581","381,021",34,"1,734","417,894",-3,-153,"-36,873",-8.80%,-8.80%,-8.80%
PB,YYT,YJT,DeHavilland Dash-8,DHC-8-100,10,370,"102,120",0,0,0,10,370,"102,120",,,
PB,YYT,YJT,DeHavilland Dash-8,DHC-8-300,0,0,0,6,306,"84,456",-6,-306,"-84,456",-100.00%,-100.00%,-100.00%
PB,YYT,YQX,DeHavilland Dash-8,DHC-8-300,27,"1,377","170,748",28,"1,428","177,072",-1,-51,"-6,324",-3.60%,-3.60%,-3.60%
PB,YYT,YWK,DeHavilland Dash-8,DHC-8-100,0,0,0,2,74,"53,502",-2,-74,"-53,502",-100.00%,-100.00%,-100.00%
PB,YYT,YYR,DeHavilland Dash-8,DHC-8-100,0,0,0,1,37,"19,203",-1,-37,"-19,203",-100.00%,-100.00%,-100.00%
PB,YYT,YYR,DeHavilland Dash-8,DHC-8-300,0,0,0,7,357,"185,283",-7,-357,"-185,283",-100.00%,-100.00%,-100.00%
PB,YYY,YCL,Beechcraft,Beech 1900D Airliner,14,266,"25,536",9,171,"16,416",5,95,"9,120",55.60%,55.60%,55.60%
PB,YYY,YWK,Beechcraft,Beech 1900D Airliner,14,266,"80,864",8,152,"46,208",6,114,"34,656",75.00%,75.00%,75.00%
PB,YYY,YWK,DeHavilland Dash-8,DHC-8-100,0,0,0,1,37,"11,248",-1,-37,"-11,248",-100.00%,-100.00%,-100.00%
PB,YZV,YCL,Beechcraft,Beech 1900D Airliner,0,0,0,4,76,"11,704",-4,-76,"-11,704",-100.00%,-100.00%,-100.00%
PB,YZV,YHR,Beechcraft,Beech 1900D Airliner,4,76,"22,800",5,95,"28,500",-1,-19,"-5,700",-20.00%,-20.00%,-20.00%
PB,YZV,YNA,Beechcraft,Beech 1900D Airliner,23,437,"86,963",22,418,"83,182",1,19,"3,781",4.50%,4.50%,4.50%
PB,YZV,YQB,DeHavilland Dash-8,DHC-8-100,0,0,0,40,"1,480","492,840",-40,"-1,480","-492,840",-100.00%,-100.00%,-100.00%
PB,YZV,YQB,DeHavilland Dash-8,DHC-8-300,48,"2,448","815,184",3,153,"50,949",45,"2,295","764,235",1500.00%,1500.00%,1500.00%
PB,YZV,YUL,DeHavilland Dash-8,DHC-8-100,0,0,0,4,148,"70,744",-4,-148,"-70,744",-100.00%,-100.00%,-100.00%
PB,YZV,YUL,DeHavilland Dash-8,DHC-8-300,4,204,"97,512",0,0,0,4,204,"97,512",,,
PB,YZV,YWK,DeHavilland Dash-8,DHC-8-100,4,148,"27,972",47,"1,739","328,671",-43,"-1,591","-300,699",-91.50%,-91.50%,-91.50%
PB,YZV,YWK,DeHavilland Dash-8,DHC-8-300,50,"2,550","481,950",0,0,0,50,"2,550","481,950",,,
PB,YZV,ZGS,Beechcraft,Beech 1900D Airliner,23,437,"108,813",22,418,"104,082",1,19,"4,731",4.50%,4.50%,4.50%
PB,ZGS,YHR,Beechcraft,Beech 1900D Airliner,23,437,"23,161",22,418,"22,154",1,19,"1,007",4.50%,4.50%,4.50%
PB,ZGS,YHR,DeHavilland,DHC-6 Twin Otter,23,437,"23,161",22,418,"22,154",1,19,"1,007",4.50%,4.50%,4.50%
PB,ZGS,YZV,Beechcraft,Beech 1900D Airliner,23,437,"108,813",22,418,"104,082",1,19,"4,731",4.50%,4.50%,4.50%
PB,ZGS,ZKG,DeHavilland,DHC-6 Twin Otter,23,437,"12,673",22,418,"12,122",1,19,551,4.50%,4.50%,4.50%
PB,ZKG,YNA,DeHavilland,DHC-6 Twin Otter,23,437,"10,051",22,418,"9,614",1,19,437,4.50%,4.50%,4.50%
PB,ZKG,ZGS,DeHavilland,DHC-6 Twin Otter,23,437,"12,673",22,418,"12,122",1,19,551,4.50%,4.50%,4.50%
PB,ZLT,YIF,DeHavilland,DHC-6 Twin Otter,23,437,"12,673",22,418,"12,122",1,19,551,4.50%,4.50%,4.50%
PB,ZLT,ZTB,DeHavilland,DHC-6 Twin Otter,23,437,"9,177",22,418,"8,778",1,19,399,4.50%,4.50%,4.50%
PB,ZTB,YHR,DeHavilland,DHC-6 Twin Otter,23,437,437,22,418,418,1,19,19,4.50%,4.50%,4.50%
PB,ZTB,ZLT,DeHavilland,DHC-6 Twin Otter,23,437,"9,177",22,418,"8,778",1,19,399,4.50%,4.50%,4.50%
PB,ZUM,YWK,DeHavilland Dash-8,DHC-8-300,23,"1,173","144,279",22,"1,122","138,006",1,51,"6,273",4.50%,4.50%,4.50%
PB,ZUM,YYR,DeHavilland Dash-8,DHC-8-100,0,0,0,17,629,"96,237",-17,-629,"-96,237",-100.00%,-100.00%,-100.00%
PB,ZUM,YYR,DeHavilland Dash-8,DHC-8-300,27,"1,377","210,681",10,510,"78,030",17,867,"132,651",170.00%,170.00%,170.00%
PD,BOS,YTZ,DeHavilland Dash-8,DHC-8-400,200,"14,800","6,408,400",199,"14,726","6,376,358",1,74,"32,042",0.50%,0.50%,0.50%
PD,EWR,YTZ,DeHavilland Dash-8,DHC-8-400,400,"29,600","9,945,600",400,"29,600","9,945,600",0,0,0,0.00%,0.00%,0.00%
PD,IAD,YTZ,DeHavilland Dash-8,DHC-8-400,133,"9,842","3,346,280",133,"9,842","3,346,280",0,0,0,0.00%,0.00%,0.00%
PD,MDW,YTZ,DeHavilland Dash-8,DHC-8-400,169,"12,506","5,565,170",168,"12,432","5,532,240",1,74,"32,930",0.60%,0.60%,0.60%
PD,YAM,YTZ,DeHavilland Dash-8,DHC-8-400,84,"6,216","1,976,688",84,"6,216","1,976,688",0,0,0,0.00%,0.00%,0.00%
PD,YFC,YOW,DeHavilland Dash-8,DHC-8-400,31,"2,294","1,018,536",31,"2,294","1,018,536",0,0,0,0.00%,0.00%,0.00%
PD,YHZ,YJT,DeHavilland Dash-8,DHC-8-400,9,666,"229,770",8,592,"204,240",1,74,"25,530",12.50%,12.50%,12.50%
PD,YHZ,YOW,DeHavilland Dash-8,DHC-8-400,146,"10,804","6,428,380",146,"10,804","6,428,380",0,0,0,0.00%,0.00%,0.00%
PD,YHZ,YUL,DeHavilland Dash-8,DHC-8-400,89,"6,586","3,299,586",89,"6,586","3,299,586",0,0,0,0.00%,0.00%,0.00%
PD,YHZ,YYT,DeHavilland Dash-8,DHC-8-400,79,"5,846","3,209,454",79,"5,846","3,209,454",0,0,0,0.00%,0.00%,0.00%
PD,YJT,YHZ,DeHavilland Dash-8,DHC-8-400,9,666,"229,770",8,592,"204,240",1,74,"25,530",12.50%,12.50%,12.50%
PD,YOW,YFC,DeHavilland Dash-8,DHC-8-400,31,"2,294","1,018,536",31,"2,294","1,018,536",0,0,0,0.00%,0.00%,0.00%
PD,YOW,YHZ,DeHavilland Dash-8,DHC-8-400,146,"10,804","6,428,380",146,"10,804","6,428,380",0,0,0,0.00%,0.00%,0.00%
PD,YOW,YQM,DeHavilland Dash-8,DHC-8-400,62,"4,588","2,449,992",62,"4,588","2,449,992",0,0,0,0.00%,0.00%,0.00%
PD,YOW,YSJ,DeHavilland Dash-8,DHC-8-400,31,"2,294","1,094,238",31,"2,294","1,094,238",0,0,0,0.00%,0.00%,0.00%
PD,YOW,YTZ,DeHavilland Dash-8,DHC-8-400,427,"31,598","6,856,766",432,"31,968","6,937,056",-5,-370,"-80,290",-1.20%,-1.20%,-1.20%
PD,YQA,YTZ,DeHavilland Dash-8,DHC-8-400,9,666,"60,606",0,0,0,9,666,"60,606",,,
PD,YQB,YTZ,DeHavilland Dash-8,DHC-8-400,67,"4,958","2,211,268",67,"4,958","2,211,268",0,0,0,0.00%,0.00%,0.00%
PD,YQG,YTZ,DeHavilland Dash-8,DHC-8-400,87,"6,438","1,319,790",88,"6,512","1,334,960",-1,-74,"-15,170",-1.10%,-1.10%,-1.10%
PD,YQM,YOW,DeHavilland Dash-8,DHC-8-400,62,"4,588","2,449,992",62,"4,588","2,449,992",0,0,0,0.00%,0.00%,0.00%
PD,YQT,YTZ,DeHavilland Dash-8,DHC-8-400,174,"12,876","7,442,328",197,"14,578","8,426,084",-23,"-1,702","-983,756",-11.70%,-11.70%,-11.70%
PD,YSB,YTZ,DeHavilland Dash-8,DHC-8-400,80,"5,920","1,284,640",78,"5,772","1,252,524",2,148,"32,116",2.60%,2.60%,2.60%
PD,YSJ,YOW,DeHavilland Dash-8,DHC-8-400,31,"2,294","1,094,238",31,"2,294","1,094,238",0,0,0,0.00%,0.00%,0.00%
PD,YTM,YTZ,DeHavilland Dash-8,DHC-8-400,6,444,"133,644",7,518,"155,918",-1,-74,"-22,274",-14.30%,-14.30%,-14.30%
PD,YTM,YUL,DeHavilland Dash-8,DHC-8-400,5,370,"32,190",5,370,"32,190",0,0,0,0.00%,0.00%,0.00%
PD,YTS,YTZ,DeHavilland Dash-8,DHC-8-400,57,"4,218","1,488,954",77,"5,698","2,011,394",-20,"-1,480","-522,440",-26.00%,-26.00%,-26.00%
PD,YTZ,BOS,DeHavilland Dash-8,DHC-8-400,201,"14,874","6,440,442",199,"14,726","6,376,358",2,148,"64,084",1.00%,1.00%,1.00%
PD,YTZ,EWR,DeHavilland Dash-8,DHC-8-400,400,"29,600","9,945,600",400,"29,600","9,945,600",0,0,0,0.00%,0.00%,0.00%
PD,YTZ,IAD,DeHavilland Dash-8,DHC-8-400,133,"9,842","3,346,280",132,"9,768","3,321,120",1,74,"25,160",0.80%,0.80%,0.80%
PD,YTZ,MDW,DeHavilland Dash-8,DHC-8-400,169,"12,506","5,565,170",168,"12,432","5,532,240",1,74,"32,930",0.60%,0.60%,0.60%
PD,YTZ,YAM,DeHavilland Dash-8,DHC-8-400,84,"6,216","1,976,688",84,"6,216","1,976,688",0,0,0,0.00%,0.00%,0.00%
PD,YTZ,YOW,DeHavilland Dash-8,DHC-8-400,426,"31,524","6,840,708",431,"31,894","6,920,998",-5,-370,"-80,290",-1.20%,-1.20%,-1.20%
PD,YTZ,YQA,DeHavilland Dash-8,DHC-8-400,9,666,"60,606",0,0,0,9,666,"60,606",,,
PD,YTZ,YQB,DeHavilland Dash-8,DHC-8-400,67,"4,958","2,211,268",67,"4,958","2,211,268",0,0,0,0.00%,0.00%,0.00%
PD,YTZ,YQG,DeHavilland Dash-8,DHC-8-400,87,"6,438","1,319,790",88,"6,512","1,334,960",-1,-74,"-15,170",-1.10%,-1.10%,-1.10%
PD,YTZ,YQT,DeHavilland Dash-8,DHC-8-400,173,"12,802","7,399,556",197,"14,578","8,426,084",-24,"-1,776","-1,026,528",-12.20%,-12.20%,-12.20%
PD,YTZ,YSB,DeHavilland Dash-8,DHC-8-400,80,"5,920","1,284,640",78,"5,772","1,252,524",2,148,"32,116",2.60%,2.60%,2.60%
PD,YTZ,YTM,DeHavilland Dash-8,DHC-8-400,5,370,"111,370",5,370,"111,370",0,0,0,0.00%,0.00%,0.00%
PD,YTZ,YTS,DeHavilland Dash-8,DHC-8-400,58,"4,292","1,515,076",78,"5,772","2,037,516",-20,"-1,480","-522,440",-25.60%,-25.60%,-25.60%
PD,YTZ,YUL,DeHavilland Dash-8,DHC-8-400,351,"25,974","7,922,070",375,"27,750","8,463,750",-24,"-1,776","-541,680",-6.40%,-6.40%,-6.40%
PD,YUL,YHZ,DeHavilland Dash-8,DHC-8-400,89,"6,586","3,299,586",89,"6,586","3,299,586",0,0,0,0.00%,0.00%,0.00%
PD,YUL,YTM,DeHavilland Dash-8,DHC-8-400,6,444,"38,628",7,518,"45,066",-1,-74,"-6,438",-14.30%,-14.30%,-14.30%
PD,YUL,YTZ,DeHavilland Dash-8,DHC-8-400,350,"25,900","7,899,500",373,"27,602","8,418,610",-23,"-1,702","-519,110",-6.20%,-6.20%,-6.20%
PD,YYT,YHZ,DeHavilland Dash-8,DHC-8-400,79,"5,846","3,209,454",79,"5,846","3,209,454",0,0,0,0.00%,0.00%,0.00%
PF,CDG,YYZ,A320,A321,0,0,0,18,"3,564","13,368,564",-18,"-3,564","-13,368,564",-100.00%,-100.00%,-100.00%
PF,STN,YYZ,A320,A321,0,0,0,13,"2,574","9,191,754",-13,"-2,574","-9,191,754",-100.00%,-100.00%,-100.00%
PF,YYZ,CDG,A320,A321,0,0,0,18,"3,564","13,368,564",-18,"-3,564","-13,368,564",-100.00%,-100.00%,-100.00%
PF,YYZ,STN,A320,A321,0,0,0,13,"2,574","9,191,754",-13,"-2,574","-9,191,754",-100.00%,-100.00%,-100.00%
PJ,FSP,YGR,ATR,ATR-42/72,7,336,"91,728",0,0,0,7,336,"91,728",,,
PJ,FSP,YGR,Cessna,Cessna,0,0,0,7,77,"21,021",-7,-77,"-21,021",-100.00%,-100.00%,-100.00%
PJ,FSP,YHZ,ATR,ATR-42/72,18,864,"325,728",18,864,"325,728",0,0,0,0.00%,0.00%,0.00%
PJ,FSP,YUL,ATR,ATR-42/72,8,384,"325,248",6,288,"243,936",2,96,"81,312",33.30%,33.30%,33.30%
PJ,FSP,YYT,ATR,ATR-42/72,13,624,"106,704",14,672,"114,912",-1,-48,"-8,208",-7.10%,-7.10%,-7.10%
PJ,YGR,FSP,ATR,ATR-42/72,7,336,"91,728",0,0,0,7,336,"91,728",,,
PJ,YGR,FSP,Cessna,Cessna,0,0,0,7,77,"21,021",-7,-77,"-21,021",-100.00%,-100.00%,-100.00%
PJ,YHZ,FSP,ATR,ATR-42/72,18,864,"325,728",18,864,"325,728",0,0,0,0.00%,0.00%,0.00%
PJ,YUL,FSP,ATR,ATR-42/72,8,384,"325,248",6,288,"243,936",2,96,"81,312",33.30%,33.30%,33.30%
PJ,YYT,FSP,ATR,ATR-42/72,13,624,"106,704",14,672,"114,912",-1,-48,"-8,208",-7.10%,-7.10%,-7.10%
PK,ISB,YYZ,B777,B777 Passenger,4,"1,240","8,481,600",4,"1,240","8,481,600",0,0,0,0.00%,0.00%,0.00%
PK,KHI,YYZ,B777,B777 Passenger,4,"1,240","9,007,360",5,"1,550","11,259,200",-1,-310,"-2,251,840",-20.00%,-20.00%,-20.00%
PK,LHE,YYZ,B777,B777 Passenger,9,"2,790","19,538,370",9,"2,790","19,538,370",0,0,0,0.00%,0.00%,0.00%
PK,YYZ,ISB,B777,B777 Passenger,4,"1,240","8,481,600",4,"1,240","8,481,600",0,0,0,0.00%,0.00%,0.00%
PK,YYZ,KHI,B777,B777 Passenger,4,"1,240","9,007,360",5,"1,550","11,259,200",-1,-310,"-2,251,840",-20.00%,-20.00%,-20.00%
PK,YYZ,LHE,B777,B777 Passenger,9,"2,790","19,538,370",9,"2,790","19,538,370",0,0,0,0.00%,0.00%,0.00%
PR,JFK,YVR,B777,B777-300 Passenger,0,0,0,18,"6,660","16,310,340",-18,"-6,660","-16,310,340",-100.00%,-100.00%,-100.00%
PR,MNL,YVR,B777,B777-300 Passenger,31,"11,470","75,323,490",31,"11,470","75,323,490",0,0,0,0.00%,0.00%,0.00%
PR,MNL,YYZ,A350,A350,31,"9,145","75,144,465",0,0,0,31,"9,145","75,144,465",,,
PR,MNL,YYZ,B777,B777-300 Passenger,0,0,0,17,"6,290","51,684,930",-17,"-6,290","-51,684,930",-100.00%,-100.00%,-100.00%
PR,YVR,JFK,B777,B777-300 Passenger,0,0,0,18,"6,660","16,310,340",-18,"-6,660","-16,310,340",-100.00%,-100.00%,-100.00%
PR,YVR,MNL,B777,B777-300 Passenger,31,"11,470","75,323,490",31,"11,470","75,323,490",0,0,0,0.00%,0.00%,0.00%
PR,YYZ,MNL,A350,A350,31,"9,145","75,144,465",0,0,0,31,"9,145","75,144,465",,,
PR,YYZ,MNL,B777,B777-300 Passenger,0,0,0,18,"6,660","54,725,220",-18,"-6,660","-54,725,220",-100.00%,-100.00%,-100.00%
PS,KBP,YYZ,B767,B767 Passenger,0,0,0,13,"3,393","16,055,676",-13,"-3,393","-16,055,676",-100.00%,-100.00%,-100.00%
PS,KBP,YYZ,B777,B777 Passenger,18,"6,498","30,748,536",0,0,0,18,"6,498","30,748,536",,,
PS,YYZ,KBP,B767,B767 Passenger,0,0,0,13,"3,393","16,055,676",-13,"-3,393","-16,055,676",-100.00%,-100.00%,-100.00%
PS,YYZ,KBP,B777,B777 Passenger,18,"6,498","30,748,536",0,0,0,18,"6,498","30,748,536",,,
QF,SYD,YVR,B747,B747-400 Passenger,0,0,0,12,"4,368","33,873,840",-12,"-4,368","-33,873,840",-100.00%,-100.00%,-100.00%
QF,YVR,SYD,B747,B747-400 Passenger,0,0,0,12,"4,368","33,873,840",-12,"-4,368","-33,873,840",-100.00%,-100.00%,-100.00%
QR,DOH,YUL,B777,B777-300ER Passenger,18,"6,372","41,284,188",13,"5,356","34,701,524",5,"1,016","6,582,664",38.50%,19.00%,19.00%
QR,YUL,DOH,B777,B777-300ER Passenger,18,"6,372","41,284,188",13,"5,356","34,701,524",5,"1,016","6,582,664",38.50%,19.00%,19.00%
R0,CXH,LKE,Cessna,208B,50,450,"54,900",0,0,0,50,450,"54,900",,,
R0,LKE,CXH,Cessna,208B,50,450,"54,900",0,0,0,50,450,"54,900",,,
RJ,AMM,YUL,B787,B787,9,"2,430","13,433,040",9,"2,430","13,433,040",0,0,0,0.00%,0.00%,0.00%
RJ,YUL,AMM,B787,B787,9,"2,430","13,433,040",9,"2,430","13,433,040",0,0,0,0.00%,0.00%,0.00%
S4,PDL,YUL,A320,A321,4,744,"1,865,208",0,0,0,4,744,"1,865,208",,,
S4,PDL,YUL,A340,A340,0,0,0,4,"1,212","3,038,484",-4,"-1,212","-3,038,484",-100.00%,-100.00%,-100.00%
S4,PDL,YYZ,A320,A321,26,"4,836","13,598,832",0,0,0,26,"4,836","13,598,832",,,
S4,PDL,YYZ,A340,A340,0,0,0,18,"5,454","15,336,648",-18,"-5,454","-15,336,648",-100.00%,-100.00%,-100.00%
S4,TER,YYZ,A320,A321,5,930,"2,522,160",0,0,0,5,930,"2,522,160",,,
S4,TER,YYZ,A340,A340,0,0,0,4,"1,212","3,286,944",-4,"-1,212","-3,286,944",-100.00%,-100.00%,-100.00%
S4,YUL,PDL,A320,A321,4,744,"1,865,208",0,0,0,4,744,"1,865,208",,,
S4,YUL,PDL,A340,A340,0,0,0,4,"1,212","3,038,484",-4,"-1,212","-3,038,484",-100.00%,-100.00%,-100.00%
S4,YYZ,PDL,A320,A321,26,"4,836","13,598,832",0,0,0,26,"4,836","13,598,832",,,
S4,YYZ,PDL,A340,A340,0,0,0,17,"5,151","14,484,612",-17,"-5,151","-14,484,612",-100.00%,-100.00%,-100.00%
S4,YYZ,TER,A320,A321,5,930,"2,522,160",0,0,0,5,930,"2,522,160",,,
S4,YYZ,TER,A340,A340,0,0,0,5,"1,515","4,108,680",-5,"-1,515","-4,108,680",-100.00%,-100.00%,-100.00%
SN,BRU,YYZ,A330,A330-200,4,"1,056","3,976,896",7,"1,848","6,959,568",-3,-792,"-2,982,672",-42.90%,-42.90%,-42.90%
SN,BRU,YYZ,A330,A330-300,17,"4,956","18,664,296",15,"4,320","16,269,120",2,636,"2,395,176",13.30%,14.70%,14.70%
SN,YYZ,BRU,A330,A330-200,4,"1,056","3,976,896",7,"1,848","6,959,568",-3,-792,"-2,982,672",-42.90%,-42.90%,-42.90%
SN,YYZ,BRU,A330,A330-300,17,"4,956","18,664,296",15,"4,320","16,269,120",2,636,"2,395,176",13.30%,14.70%,14.70%
SS,ORY,YUL,A330,A330-200,2,712,"2,452,128",0,0,0,2,712,"2,452,128",,,
SS,ORY,YUL,A330,A330-300,29,"10,440","35,955,360",0,0,0,29,"10,440","35,955,360",,,
SS,ORY,YUL,A340,A340-300,0,0,0,29,"7,830","26,966,520",-29,"-7,830","-26,966,520",-100.00%,-100.00%,-100.00%
SS,YUL,ORY,A330,A330-200,2,712,"2,452,128",0,0,0,2,712,"2,452,128",,,
SS,YUL,ORY,A330,A330-300,29,"10,440","35,955,360",0,0,0,29,"10,440","35,955,360",,,
SS,YUL,ORY,A340,A340-300,0,0,0,29,"7,830","26,966,520",-29,"-7,830","-26,966,520",-100.00%,-100.00%,-100.00%
SV,JED,YYZ,B787,B787-9,0,0,0,17,"5,066","32,934,066",-17,"-5,066","-32,934,066",-100.00%,-100.00%,-100.00%
SV,YYZ,JED,B787,B787-9,0,0,0,17,"5,066","32,934,066",-17,"-5,066","-32,934,066",-100.00%,-100.00%,-100.00%
THU,YAT,YTS,Beechcraft,BET,18,162,"49,410",0,0,0,18,162,"49,410",,,
THU,YAT,ZKE,Beechcraft,BET,31,279,"17,019",0,0,0,31,279,"17,019",,,
THU,YFA,YMO,Beechcraft,BET,31,279,"21,762",0,0,0,31,279,"21,762",,,
THU,YFA,ZKE,Beechcraft,BET,31,279,"3,627",0,0,0,31,279,"3,627",,,
THU,YMO,YFA,Beechcraft,BET,31,279,"21,762",0,0,0,31,279,"21,762",,,
THU,YMO,YPO,Beechcraft,BET,10,90,"29,250",9,81,"26,325",1,9,"2,925",11.10%,11.10%,11.10%
THU,YMO,YTS,Beechcraft,BET,31,279,"53,289",0,0,0,31,279,"53,289",,,
THU,YTS,YAT,Beechcraft,BET,18,162,"49,410",0,0,0,18,162,"49,410",,,
THU,YTS,YMO,Beechcraft,BET,41,369,"70,479",9,81,"15,471",32,288,"55,008",355.60%,355.60%,355.60%
THU,ZKE,YAT,Beechcraft,BET,31,279,"17,019",0,0,0,31,279,"17,019",,,
THU,ZKE,YFA,Beechcraft,BET,31,279,"3,627",0,0,0,31,279,"3,627",,,
TK,IST,YUL,A330,A330-300,13,"3,757","18,056,142",14,"4,046","19,445,076",-1,-289,"-1,388,934",-7.10%,-7.10%,-7.10%
TK,IST,YYZ,B777,B777-300ER Passenger,27,"9,423","48,132,684",27,"9,423","48,132,684",0,0,0,0.00%,0.00%,0.00%
TK,YUL,IST,A330,A330-300,13,"3,757","18,056,142",14,"4,046","19,445,076",-1,-289,"-1,388,934",-7.10%,-7.10%,-7.10%
TK,YYZ,IST,B777,B777-300ER Passenger,27,"9,423","48,132,684",27,"9,423","48,132,684",0,0,0,0.00%,0.00%,0.00%
TP,LIS,YYZ,A330,A330-200,17,"4,549","16,267,224",18,"4,776","17,078,976",-1,-227,"-811,752",-5.60%,-4.80%,-4.80%
TP,LIS,YYZ,A330,A330-300,0,0,0,9,"2,565","9,172,440",-9,"-2,565","-9,172,440",-100.00%,-100.00%,-100.00%
TP,LIS,YYZ,A330,A330-900neo,14,"4,172","14,919,072",0,0,0,14,"4,172","14,919,072",,,
TP,YYZ,LIS,A330,A330-200,17,"4,549","16,267,224",18,"4,776","17,078,976",-1,-227,"-811,752",-5.60%,-4.80%,-4.80%
TP,YYZ,LIS,A330,A330-300,0,0,0,8,"2,280","8,153,280",-8,"-2,280","-8,153,280",-100.00%,-100.00%,-100.00%
TP,YYZ,LIS,A330,A330-900neo,14,"4,172","14,919,072",0,0,0,14,"4,172","14,919,072",,,
TS,AGP,YUL,A310,A310,9,"2,250","7,996,500",14,"3,486","12,389,244",-5,"-1,236","-4,392,744",-35.70%,-35.50%,-35.50%
TS,AGP,YUL,A330,A330-200,4,"1,328","4,719,712",0,0,0,4,"1,328","4,719,712",,,
TS,AMS,YVR,A330,A330-200,9,"2,988","14,354,352",9,"3,105","14,916,420",0,-117,"-562,068",0.00%,-3.80%,-3.80%
