Airline,ORG,DES,Aircraft_Family,Aircraft_Type,June_2019_Flights,June_2019_Seats,June_2019_ASMs,June_2018_Flights,June_2018_Seats,June_2018_ASMs,June_Diff_Flights,June_Diff_Seats,June_Diff_ASMs,June_Rate_Flights,June_Rate_Seats,June_Rate_ASMs
3H,AKV,YIK,DeHavilland Dash-8,DHC-8,31,"1,271","185,566",31,"1,271","185,566",0,0,0,0.00%,0.00%,0.00%
3H,AKV,YPX,DeHavilland Dash-8,DHC-8,31,"1,271","83,886",31,"1,271","83,886",0,0,0,0.00%,0.00%,0.00%
3H,XGR,YVP,Beechcraft,BET,4,36,"3,456",4,36,"3,456",0,0,0,0.00%,0.00%,0.00%
3H,XGR,YVP,DeHavilland,DHC-6 Twin Otter,46,874,"83,904",44,836,"80,256",2,38,"3,648",4.50%,4.50%,4.50%
3H,XGR,YVP,DeHavilland Dash-8,DHC-8,4,164,"15,744",5,205,"19,680",-1,-41,"-3,936",-20.00%,-20.00%,-20.00%
3H,YGL,YGW,DeHavilland,DHC-6 Twin Otter,14,266,"30,324",13,247,"28,158",1,19,"2,166",7.70%,7.70%,7.70%
3H,YGL,YPX,B737-200,B737-200 Mixed Configurations,27,"3,024","1,339,632",31,"3,472","1,538,096",-4,-448,"-198,464",-12.90%,-12.90%,-12.90%
3H,YGL,YUL,B737-200,B737-200 Mixed Configurations,31,"3,472","2,051,952",31,"3,472","2,051,952",0,0,0,0.00%,0.00%,0.00%
3H,YGW,YGL,DeHavilland,DHC-6 Twin Otter,14,266,"30,324",13,247,"28,158",1,19,"2,166",7.70%,7.70%,7.70%
3H,YGW,YSK,DeHavilland,DHC-6 Twin Otter,9,171,"17,784",9,171,"17,784",0,0,0,0.00%,0.00%,0.00%
3H,YGW,YSK,DeHavilland Dash-8,DHC-8,5,205,"21,320",4,164,"17,056",1,41,"4,264",25.00%,25.00%,25.00%
3H,YGW,YUD,DeHavilland Dash-8,DHC-8,26,"1,066","106,600",27,"1,107","110,700",-1,-41,"-4,100",-3.70%,-3.70%,-3.70%
3H,YGW,YUL,DeHavilland Dash-8,DHC-8,31,"1,271","890,971",31,"1,271","890,971",0,0,0,0.00%,0.00%,0.00%
3H,YIK,AKV,DeHavilland Dash-8,DHC-8,31,"1,271","185,566",31,"1,271","185,566",0,0,0,0.00%,0.00%,0.00%
3H,YIK,YZG,DeHavilland Dash-8,DHC-8,31,"1,271","19,065",31,"1,271","19,065",0,0,0,0.00%,0.00%,0.00%
3H,YKG,YPJ,DeHavilland,DHC-6 Twin Otter,14,266,"13,566",13,247,"12,597",1,19,969,7.70%,7.70%,7.70%
3H,YKG,YPJ,DeHavilland Dash-8,DHC-8,5,205,"10,455",5,205,"10,455",0,0,0,0.00%,0.00%,0.00%
3H,YKG,YQC,DeHavilland Dash-8,DHC-8,31,"1,271","118,203",31,"1,271","118,203",0,0,0,0.00%,0.00%,0.00%
3H,YKG,YVP,DeHavilland,DHC-6 Twin Otter,12,228,"32,604",13,247,"35,321",-1,-19,"-2,717",-7.70%,-7.70%,-7.70%
3H,YKG,YVP,DeHavilland Dash-8,DHC-8,26,"1,066","152,438",26,"1,066","152,438",0,0,0,0.00%,0.00%,0.00%
3H,YKL,YQB,DeHavilland Dash-8,DHC-8,23,943,"555,427",22,902,"531,278",1,41,"24,149",4.50%,4.50%,4.50%
3H,YKL,YVP,Beechcraft,BET,4,36,"8,496",5,45,"10,620",-1,-9,"-2,124",-20.00%,-20.00%,-20.00%
3H,YKL,YVP,DeHavilland Dash-8,DHC-8,14,574,"135,464",13,533,"125,788",1,41,"9,676",7.70%,7.70%,7.70%
3H,YKL,YWK,Beechcraft,BET,9,81,"10,530",9,81,"10,530",0,0,0,0.00%,0.00%,0.00%
3H,YKL,YZV,Beechcraft,BET,36,324,"103,032",35,315,"100,170",1,9,"2,862",2.90%,2.90%,2.90%
3H,YKL,YZV,DeHavilland Dash-8,DHC-8,9,369,"117,342",9,369,"117,342",0,0,0,0.00%,0.00%,0.00%
3H,YPH,YPX,DeHavilland Dash-8,DHC-8,31,"1,271","146,165",31,"1,271","146,165",0,0,0,0.00%,0.00%,0.00%
3H,YPH,YUD,DeHavilland Dash-8,DHC-8,31,"1,271","184,295",31,"1,271","184,295",0,0,0,0.00%,0.00%,0.00%
3H,YPH,YVP,Beechcraft,BET,5,45,"16,020",0,0,0,5,45,"16,020",,,
3H,YPH,YVP,DeHavilland Dash-8,DHC-8,18,738,"262,728",22,902,"321,112",-4,-164,"-58,384",-18.20%,-18.20%,-18.20%
3H,YPJ,YKG,DeHavilland,DHC-6 Twin Otter,26,494,"25,194",26,494,"25,194",0,0,0,0.00%,0.00%,0.00%
3H,YPJ,YKG,DeHavilland Dash-8,DHC-8,5,205,"10,455",5,205,"10,455",0,0,0,0.00%,0.00%,0.00%
3H,YPJ,YTQ,DeHavilland,DHC-6 Twin Otter,27,513,"24,111",26,494,"23,218",1,19,893,3.80%,3.80%,3.80%
3H,YPJ,YTQ,DeHavilland Dash-8,DHC-8,5,205,"9,635",5,205,"9,635",0,0,0,0.00%,0.00%,0.00%
3H,YPJ,YVP,DeHavilland,DHC-6 Twin Otter,9,171,"13,509",9,171,"13,509",0,0,0,0.00%,0.00%,0.00%
3H,YPX,AKV,DeHavilland Dash-8,DHC-8,31,"1,271","83,886",31,"1,271","83,886",0,0,0,0.00%,0.00%,0.00%
3H,YPX,YGL,B737-200,B737-200 Mixed Configurations,31,"3,472","1,538,096",31,"3,472","1,538,096",0,0,0,0.00%,0.00%,0.00%
3H,YPX,YPH,Beechcraft,BET,5,45,"5,175",0,0,0,5,45,"5,175",,,
3H,YPX,YPH,DeHavilland Dash-8,DHC-8,49,"2,009","231,035",53,"2,173","249,895",-4,-164,"-18,860",-7.50%,-7.50%,-7.50%
3H,YPX,YVP,DeHavilland,DHC-6 Twin Otter,4,76,"26,068",4,76,"26,068",0,0,0,0.00%,0.00%,0.00%
3H,YPX,YVP,DeHavilland Dash-8,DHC-8,4,164,"56,252",5,205,"70,315",-1,-41,"-14,063",-20.00%,-20.00%,-20.00%
3H,YQB,YKL,DeHavilland Dash-8,DHC-8,23,943,"555,427",22,902,"531,278",1,41,"24,149",4.50%,4.50%,4.50%
3H,YQB,YUL,DeHavilland Dash-8,DHC-8,23,943,"136,735",22,902,"130,790",1,41,"5,945",4.50%,4.50%,4.50%
3H,YQC,YKG,DeHavilland Dash-8,DHC-8,31,"1,271","118,203",31,"1,271","118,203",0,0,0,0.00%,0.00%,0.00%
3H,YQC,YWB,DeHavilland Dash-8,DHC-8,31,"1,271","100,409",31,"1,271","100,409",0,0,0,0.00%,0.00%,0.00%
3H,YSK,YGW,DeHavilland,DHC-6 Twin Otter,9,171,"17,784",9,171,"17,784",0,0,0,0.00%,0.00%,0.00%
3H,YSK,YGW,DeHavilland Dash-8,DHC-8,5,205,"21,320",4,164,"17,056",1,41,"4,264",25.00%,25.00%,25.00%
3H,YSK,YUD,DeHavilland,DHC-6 Twin Otter,9,171,"17,613",9,171,"17,613",0,0,0,0.00%,0.00%,0.00%
3H,YSK,YUD,DeHavilland Dash-8,DHC-8,5,205,"21,115",4,164,"16,892",1,41,"4,223",25.00%,25.00%,25.00%
3H,YTQ,YPJ,DeHavilland,DHC-6 Twin Otter,35,665,"31,255",35,665,"31,255",0,0,0,0.00%,0.00%,0.00%
3H,YTQ,YPJ,DeHavilland Dash-8,DHC-8,5,205,"9,635",5,205,"9,635",0,0,0,0.00%,0.00%,0.00%
3H,YTQ,YVP,DeHavilland,DHC-6 Twin Otter,27,513,"34,371",26,494,"33,098",1,19,"1,273",3.80%,3.80%,3.80%
3H,YTQ,YVP,DeHavilland Dash-8,DHC-8,5,205,"13,735",5,205,"13,735",0,0,0,0.00%,0.00%,0.00%
3H,YUD,YGW,DeHavilland Dash-8,DHC-8,26,"1,066","106,600",27,"1,107","110,700",-1,-41,"-4,100",-3.70%,-3.70%,-3.70%
3H,YUD,YPH,DeHavilland Dash-8,DHC-8,31,"1,271","184,295",31,"1,271","184,295",0,0,0,0.00%,0.00%,0.00%
3H,YUD,YSK,DeHavilland,DHC-6 Twin Otter,9,171,"17,613",9,171,"17,613",0,0,0,0.00%,0.00%,0.00%
3H,YUD,YSK,DeHavilland Dash-8,DHC-8,5,205,"21,115",4,164,"16,892",1,41,"4,223",25.00%,25.00%,25.00%
3H,YUL,YGL,B737-200,B737-200 Mixed Configurations,27,"3,024","1,787,184",31,"3,472","2,051,952",-4,-448,"-264,768",-12.90%,-12.90%,-12.90%
3H,YUL,YGW,DeHavilland Dash-8,DHC-8,31,"1,271","890,971",31,"1,271","890,971",0,0,0,0.00%,0.00%,0.00%
3H,YUL,YPX,B737-200,B737-200 Mixed Configurations,4,448,"456,064",0,0,0,4,448,"456,064",,,
3H,YUL,YQB,DeHavilland Dash-8,DHC-8,23,943,"136,735",22,902,"130,790",1,41,"5,945",4.50%,4.50%,4.50%
3H,YUL,YVP,B737-200,B737-200 Mixed Configurations,4,448,"404,544",0,0,0,4,448,"404,544",,,
3H,YVP,XGR,Beechcraft,BET,4,36,"3,456",4,36,"3,456",0,0,0,0.00%,0.00%,0.00%
3H,YVP,XGR,DeHavilland,DHC-6 Twin Otter,46,874,"83,904",44,836,"80,256",2,38,"3,648",4.50%,4.50%,4.50%
3H,YVP,XGR,DeHavilland Dash-8,DHC-8,4,164,"15,744",5,205,"19,680",-1,-41,"-3,936",-20.00%,-20.00%,-20.00%
3H,YVP,YKG,DeHavilland Dash-8,DHC-8,26,"1,066","152,438",26,"1,066","152,438",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YKL,Beechcraft,BET,4,36,"8,496",5,45,"10,620",-1,-9,"-2,124",-20.00%,-20.00%,-20.00%
3H,YVP,YKL,DeHavilland Dash-8,DHC-8,14,574,"135,464",13,533,"125,788",1,41,"9,676",7.70%,7.70%,7.70%
3H,YVP,YPJ,DeHavilland,DHC-6 Twin Otter,13,247,"19,513",13,247,"19,513",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YPX,Beechcraft,BET,5,45,"15,435",0,0,0,5,45,"15,435",,,
3H,YVP,YPX,DeHavilland,DHC-6 Twin Otter,4,76,"26,068",4,76,"26,068",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YPX,DeHavilland Dash-8,DHC-8,22,902,"309,386",27,"1,107","379,701",-5,-205,"-70,315",-18.50%,-18.50%,-18.50%
3H,YVP,YTQ,DeHavilland,DHC-6 Twin Otter,35,665,"44,555",35,665,"44,555",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YTQ,DeHavilland Dash-8,DHC-8,5,205,"13,735",5,205,"13,735",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YUL,B737-200,B737-200 Mixed Configurations,4,448,"404,544",0,0,0,4,448,"404,544",,,
3H,YWB,YQC,DeHavilland Dash-8,DHC-8,31,"1,271","100,409",31,"1,271","100,409",0,0,0,0.00%,0.00%,0.00%
3H,YWB,YZG,DeHavilland Dash-8,DHC-8,31,"1,271","161,417",31,"1,271","161,417",0,0,0,0.00%,0.00%,0.00%
3H,YWK,YKL,Beechcraft,BET,9,81,"10,530",9,81,"10,530",0,0,0,0.00%,0.00%,0.00%
3H,YZG,YIK,DeHavilland Dash-8,DHC-8,31,"1,271","19,065",31,"1,271","19,065",0,0,0,0.00%,0.00%,0.00%
3H,YZG,YPX,DeHavilland,DHC-6 Twin Otter,5,95,"15,485",5,95,"15,485",0,0,0,0.00%,0.00%,0.00%
3H,YZG,YWB,DeHavilland Dash-8,DHC-8,31,"1,271","161,417",31,"1,271","161,417",0,0,0,0.00%,0.00%,0.00%
3H,YZV,YKL,Beechcraft,BET,36,324,"103,032",40,360,"114,480",-4,-36,"-11,448",-10.00%,-10.00%,-10.00%
3H,YZV,YKL,DeHavilland Dash-8,DHC-8,9,369,"117,342",9,369,"117,342",0,0,0,0.00%,0.00%,0.00%
3U,CGO,YVR,A330,A330,9,"2,347","13,342,695",9,"2,144","12,188,640",0,203,"1,154,055",0.00%,9.50%,9.50%
3U,SHE,YVR,A330,A330,0,0,0,5,"1,175","5,850,325",-5,"-1,175","-5,850,325",-100.00%,-100.00%,-100.00%
3U,SHE,YVR,A330,A330-200,4,"1,204","5,994,716",0,0,0,4,"1,204","5,994,716",,,
3U,YVR,CGO,A330,A330,9,"2,259","12,842,415",9,"2,133","12,126,105",0,126,"716,310",0.00%,5.90%,5.90%
3U,YVR,SHE,A330,A330,0,0,0,5,"1,175","5,850,325",-5,"-1,175","-5,850,325",-100.00%,-100.00%,-100.00%
3U,YVR,SHE,A330,A330-200,4,"1,204","5,994,716",0,0,0,4,"1,204","5,994,716",,,
4K,YGZ,YRB,DeHavilland,DHC-6 Twin Otter,9,162,"38,718",9,162,"38,718",0,0,0,0.00%,0.00%,0.00%
4K,YRB,YGZ,DeHavilland,DHC-6 Twin Otter,9,162,"38,718",9,162,"38,718",0,0,0,0.00%,0.00%,0.00%
4N,YDA,YEV,ATR,ATR-42-300/320,9,423,"141,282",18,846,"282,564",-9,-423,"-141,282",-50.00%,-50.00%,-50.00%
4N,YDA,YMA,ATR,ATR-42-300/320,5,235,"24,440",5,235,"24,440",0,0,0,0.00%,0.00%,0.00%
4N,YDA,YOC,ATR,ATR-42-300/320,17,799,"196,554",22,"1,034","254,364",-5,-235,"-57,810",-22.70%,-22.70%,-22.70%
4N,YDA,YXY,ATR,ATR-42-300/320,53,"2,491","657,624",62,"2,914","769,296",-9,-423,"-111,672",-14.50%,-14.50%,-14.50%
4N,YEG,YXY,B737-3/4/5,B737-500,0,0,0,9,"1,017","969,201",-9,"-1,017","-969,201",-100.00%,-100.00%,-100.00%
4N,YEG,YYC,B737-3/4/5,B737-400,18,"2,682","410,346",0,0,0,18,"2,682","410,346",,,
4N,YEG,YYC,B737-3/4/5,B737-500,9,"1,017","155,601",18,"2,034","311,202",-9,"-1,017","-155,601",-50.00%,-50.00%,-50.00%
4N,YEV,YDA,ATR,ATR-42-300/320,13,611,"204,074",22,"1,034","345,356",-9,-423,"-141,282",-40.90%,-40.90%,-40.90%
4N,YEV,YOC,ATR,ATR-42-300/320,14,658,"113,176",9,423,"72,756",5,235,"40,420",55.60%,55.60%,55.60%
4N,YEV,YXY,ATR,ATR-42-300/320,4,188,"99,076",0,0,0,4,188,"99,076",,,
4N,YLW,YVR,B737-3/4/5,B737-500,4,452,"80,908",0,0,0,4,452,"80,908",,,
4N,YLW,YXY,B737-3/4/5,B737-500,5,565,"543,530",4,452,"434,824",1,113,"108,706",25.00%,25.00%,25.00%
4N,YLW,YYJ,B737-3/4/5,B737-500,0,0,0,5,565,"115,260",-5,-565,"-115,260",-100.00%,-100.00%,-100.00%
4N,YMA,YDA,ATR,ATR-42-300/320,4,188,"19,552",4,188,"19,552",0,0,0,0.00%,0.00%,0.00%
4N,YMA,YEV,ATR,ATR-42-300/320,5,235,"77,785",0,0,0,5,235,"77,785",,,
4N,YMA,YXY,ATR,ATR-42-300/320,5,235,"47,470",18,846,"170,892",-13,-611,"-123,422",-72.20%,-72.20%,-72.20%
4N,YOC,YDA,ATR,ATR-42-300/320,9,423,"104,058",18,846,"208,116",-9,-423,"-104,058",-50.00%,-50.00%,-50.00%
4N,YOC,YEV,ATR,ATR-42-300/320,17,799,"137,428",13,611,"105,092",4,188,"32,336",30.80%,30.80%,30.80%
4N,YOC,YXY,ATR,ATR-42-300/320,5,235,"116,795",0,0,0,5,235,"116,795",,,
4N,YOW,YZF,B737-3/4/5,B737-500,8,904,"1,745,624",13,"1,469","2,836,639",-5,-565,"-1,091,015",-38.50%,-38.50%,-38.50%
4N,YVR,YLW,B737-3/4/5,B737-500,4,452,"80,908",0,0,0,4,452,"80,908",,,
4N,YVR,YXY,B737-3/4/5,B737-400,8,"1,192","1,101,408",0,0,0,8,"1,192","1,101,408",,,
4N,YVR,YXY,B737-3/4/5,B737-500,49,"5,537","5,116,188",64,"7,232","6,682,368",-15,"-1,695","-1,566,180",-23.40%,-23.40%,-23.40%
4N,YVR,YYJ,B737-3/4/5,B737-500,4,452,"17,628",0,0,0,4,452,"17,628",,,
4N,YXY,YDA,ATR,ATR-42-300/320,58,"2,726","719,664",63,"2,961","781,704",-5,-235,"-62,040",-7.90%,-7.90%,-7.90%
4N,YXY,YEG,B737-3/4/5,B737-400,18,"2,682","2,555,946",0,0,0,18,"2,682","2,555,946",,,
4N,YXY,YEG,B737-3/4/5,B737-500,9,"1,017","969,201",18,"2,034","1,938,402",-9,"-1,017","-969,201",-50.00%,-50.00%,-50.00%
4N,YXY,YLW,B737-3/4/5,B737-500,4,452,"434,824",5,565,"543,530",-1,-113,"-108,706",-20.00%,-20.00%,-20.00%
4N,YXY,YMA,ATR,ATR-42-300/320,9,423,"85,446",18,846,"170,892",-9,-423,"-85,446",-50.00%,-50.00%,-50.00%
4N,YXY,YVR,B737-3/4/5,B737-400,4,596,"550,704",0,0,0,4,596,"550,704",,,
4N,YXY,YVR,B737-3/4/5,B737-500,52,"5,876","5,429,424",64,"7,232","6,682,368",-12,"-1,356","-1,252,944",-18.80%,-18.80%,-18.80%
4N,YXY,YYC,B737-3/4/5,B737-500,0,0,0,9,"1,017","1,063,782",-9,"-1,017","-1,063,782",-100.00%,-100.00%,-100.00%
4N,YXY,YYJ,B737-3/4/5,B737-400,4,596,"567,988",0,0,0,4,596,"567,988",,,
4N,YXY,YYJ,B737-3/4/5,B737-500,1,113,"107,689",4,452,"430,756",-3,-339,"-323,067",-75.00%,-75.00%,-75.00%
4N,YXY,YZF,B737-3/4/5,B737-500,9,"1,017","699,696",14,"1,582","1,088,416",-5,-565,"-388,720",-35.70%,-35.70%,-35.70%
4N,YYC,YEG,B737-3/4/5,B737-500,0,0,0,9,"1,017","155,601",-9,"-1,017","-155,601",-100.00%,-100.00%,-100.00%
4N,YYC,YXY,B737-3/4/5,B737-400,18,"2,682","2,805,372",0,0,0,18,"2,682","2,805,372",,,
4N,YYC,YXY,B737-3/4/5,B737-500,9,"1,017","1,063,782",18,"2,034","2,127,564",-9,"-1,017","-1,063,782",-50.00%,-50.00%,-50.00%
4N,YYJ,YLW,B737-3/4/5,B737-500,1,113,"23,052",4,452,"92,208",-3,-339,"-69,156",-75.00%,-75.00%,-75.00%
4N,YYJ,YVR,B737-3/4/5,B737-400,4,596,"23,244",0,0,0,4,596,"23,244",,,
4N,YYJ,YXY,B737-3/4/5,B737-500,4,452,"430,756",5,565,"538,445",-1,-113,"-107,689",-20.00%,-20.00%,-20.00%
4N,YZF,YOW,B737-3/4/5,B737-500,9,"1,017","1,963,827",14,"1,582","3,054,842",-5,-565,"-1,091,015",-35.70%,-35.70%,-35.70%
4N,YZF,YXY,B737-3/4/5,B737-500,8,904,"621,952",13,"1,469","1,010,672",-5,-565,"-388,720",-38.50%,-38.50%,-38.50%
4O,CUN,YUL,A320,A320,31,"4,650","8,560,650",14,"2,100","3,866,100",17,"2,550","4,694,550",121.40%,121.40%,121.40%
4O,CUN,YVR,A320,A320,17,"2,550","7,094,100",18,"2,700","7,511,400",-1,-150,"-417,300",-5.60%,-5.60%,-5.60%
4O,CUN,YYZ,A320,A320,31,"4,650","7,509,750",17,"2,550","4,118,250",14,"2,100","3,391,500",82.40%,82.40%,82.40%
4O,MEX,YUL,A320,A320,31,"4,650","10,718,250",27,"4,050","9,335,250",4,600,"1,383,000",14.80%,14.80%,14.80%
4O,MEX,YVR,A320,A320,20,"3,000","7,344,000",27,"4,050","9,914,400",-7,"-1,050","-2,570,400",-25.90%,-25.90%,-25.90%
4O,MEX,YYZ,A320,A320,31,"4,650","9,369,750",24,"3,600","7,254,000",7,"1,050","2,115,750",29.20%,29.20%,29.20%
4O,YUL,CUN,A320,A320,31,"4,650","8,560,650",14,"2,100","3,866,100",17,"2,550","4,694,550",121.40%,121.40%,121.40%
4O,YUL,MEX,A320,A320,31,"4,650","10,718,250",27,"4,050","9,335,250",4,600,"1,383,000",14.80%,14.80%,14.80%
4O,YVR,CUN,A320,A320,17,"2,550","7,094,100",18,"2,700","7,511,400",-1,-150,"-417,300",-5.60%,-5.60%,-5.60%
4O,YVR,MEX,A320,A320,20,"3,000","7,344,000",27,"4,050","9,914,400",-7,"-1,050","-2,570,400",-25.90%,-25.90%,-25.90%
4O,YYZ,CUN,A320,A320,31,"4,650","7,509,750",17,"2,550","4,118,250",14,"2,100","3,391,500",82.40%,82.40%,82.40%
4O,YYZ,MEX,A320,A320,31,"4,650","9,369,750",24,"3,600","7,254,000",7,"1,050","2,115,750",29.20%,29.20%,29.20%
4T,YBE,YSF,Beechcraft,Beechcraft,14,266,"25,536",0,0,0,14,266,"25,536",,,
4T,YNL,YVC,Saab 340,Saab 340,13,442,"97,682",0,0,0,13,442,"97,682",,,
4T,YPA,YNL,Beechcraft,Beechcraft,14,266,"94,430",0,0,0,14,266,"94,430",,,
4T,YPA,YSF,Saab 340,Saab 340,9,306,"127,602",0,0,0,9,306,"127,602",,,
4T,YPA,YVC,Saab 340,Saab 340,54,"1,836","247,860",0,0,0,54,"1,836","247,860",,,
4T,YPA,YXE,Beechcraft,Beechcraft,24,456,"38,304",0,0,0,24,456,"38,304",,,
4T,YPA,YXE,Saab 340,Saab 340,77,"2,618","219,912",0,0,0,77,"2,618","219,912",,,
4T,YPA,ZFD,Beechcraft,Beechcraft,10,190,"81,130",0,0,0,10,190,"81,130",,,
4T,YPA,ZFD,Saab 340,Saab 340,14,476,"203,252",0,0,0,14,476,"203,252",,,
4T,YSF,YBE,Beechcraft,Beechcraft,14,266,"25,536",0,0,0,14,266,"25,536",,,
4T,YSF,YPA,Beechcraft,Beechcraft,2,38,"15,846",0,0,0,2,38,"15,846",,,
4T,YSF,YPA,Saab 340,Saab 340,19,646,"269,382",0,0,0,19,646,"269,382",,,
4T,YSF,YVC,Saab 340,Saab 340,8,272,"77,520",0,0,0,8,272,"77,520",,,
4T,YSF,ZFD,Beechcraft,Beechcraft,8,152,"7,296",0,0,0,8,152,"7,296",,,
4T,YSF,ZFD,Saab 340,Saab 340,23,782,"37,536",0,0,0,23,782,"37,536",,,
4T,YVC,YPA,Saab 340,Saab 340,44,"1,496","201,960",0,0,0,44,"1,496","201,960",,,
4T,YVC,YSF,Saab 340,Saab 340,14,476,"135,660",0,0,0,14,476,"135,660",,,
4T,YVC,ZFD,Saab 340,Saab 340,13,442,"131,716",0,0,0,13,442,"131,716",,,
4T,YVC,ZWL,Saab 340,Saab 340,27,918,"201,042",0,0,0,27,918,"201,042",,,
4T,YXE,YPA,Beechcraft,Beechcraft,10,190,"15,960",0,0,0,10,190,"15,960",,,
4T,YXE,YPA,Saab 340,Saab 340,91,"3,094","259,896",0,0,0,91,"3,094","259,896",,,
4T,YXE,YQR,Beechcraft,Beechcraft,24,456,"67,488",0,0,0,24,456,"67,488",,,
4T,ZFD,YPA,Beechcraft,Beechcraft,8,152,"64,904",0,0,0,8,152,"64,904",,,
4T,ZFD,YPA,Saab 340,Saab 340,14,476,"203,252",0,0,0,14,476,"203,252",,,
4T,ZFD,YSF,Beechcraft,Beechcraft,10,190,"9,120",0,0,0,10,190,"9,120",,,
4T,ZFD,YSF,Saab 340,Saab 340,27,918,"44,064",0,0,0,27,918,"44,064",,,
4T,ZFD,YVC,Saab 340,Saab 340,9,306,"91,188",0,0,0,9,306,"91,188",,,
4T,ZWL,YNL,Saab 340,Saab 340,13,442,"15,470",0,0,0,13,442,"15,470",,,
4T,ZWL,YSF,Beechcraft,Beechcraft,14,266,"32,984",0,0,0,14,266,"32,984",,,
4T,ZWL,YVC,Saab 340,Saab 340,14,476,"104,244",0,0,0,14,476,"104,244",,,
5T,YBB,YHK,DeHavilland Dash-8,DHC-8,10,210,"31,920",9,189,"28,728",1,21,"3,192",11.10%,11.10%,11.10%
5T,YBB,YYH,DeHavilland Dash-8,DHC-8,17,357,"36,771",16,336,"34,608",1,21,"2,163",6.30%,6.30%,6.30%
5T,YBB,YZF,DeHavilland Dash-8,DHC-8,0,0,0,1,21,"17,283",-1,-21,"-17,283",-100.00%,-100.00%,-100.00%
5T,YCB,YCO,B737-200,B737-200 Mixed Configurations,10,"1,120","301,280",10,"1,120","301,280",0,0,0,0.00%,0.00%,0.00%
5T,YCB,YYH,DeHavilland Dash-8,DHC-8,9,189,"53,676",8,168,"47,712",1,21,"5,964",12.50%,12.50%,12.50%
5T,YCB,YZF,B737-200,B737-200 Mixed Configurations,12,"1,344","710,976",12,"1,344","710,976",0,0,0,0.00%,0.00%,0.00%
5T,YCB,YZF,DeHavilland Dash-8,DHC-8,10,210,"111,090",10,210,"111,090",0,0,0,0.00%,0.00%,0.00%
5T,YCO,YCB,B737-200,B737-200 Mixed Configurations,8,896,"241,024",7,784,"210,896",1,112,"30,128",14.30%,14.30%,14.30%
5T,YCO,YCB,DeHavilland Dash-8,DHC-8,4,84,"22,596",5,105,"28,245",-1,-21,"-5,649",-20.00%,-20.00%,-20.00%
5T,YCO,YZF,B737-200,B737-200 Mixed Configurations,10,"1,120","415,520",10,"1,120","415,520",0,0,0,0.00%,0.00%,0.00%
5T,YEG,YZF,B737-200,B737-200 Mixed Configurations,0,0,0,5,560,"355,600",-5,-560,"-355,600",-100.00%,-100.00%,-100.00%
5T,YEG,YZF,B737-3/4/5,B737-300,40,"4,624","2,936,240",35,"3,920","2,489,200",5,704,"447,040",14.30%,18.00%,18.00%
5T,YEV,YVQ,B737-3/4/5,B737-300,27,"3,024","837,648",27,"3,024","837,648",0,0,0,0.00%,0.00%,0.00%
5T,YEV,YZF,B737-3/4/5,B737-300,4,448,"303,744",4,448,"303,744",0,0,0,0.00%,0.00%,0.00%
5T,YFB,YGT,DeHavilland Dash-8,DHC-8,5,105,"55,860",6,126,"67,032",-1,-21,"-11,172",-16.70%,-16.70%,-16.70%
5T,YFB,YOW,B737-3/4/5,B737-300,31,"3,968","5,178,240",31,"3,968","5,178,240",0,0,0,0.00%,0.00%,0.00%
5T,YFB,YRT,B737-200,B737-200 Mixed Configurations,0,0,0,5,560,"410,480",-5,-560,"-410,480",-100.00%,-100.00%,-100.00%
5T,YFB,YRT,B737-3/4/5,B737-300,9,"1,152","844,416",4,448,"328,384",5,704,"516,032",125.00%,157.10%,157.10%
5T,YFB,YTE,DeHavilland Dash-8,DHC-8,18,378,"92,610",15,315,"77,175",3,63,"15,435",20.00%,20.00%,20.00%
5T,YFB,YUX,DeHavilland Dash-8,DHC-8,22,462,"228,690",15,315,"155,925",7,147,"72,765",46.70%,46.70%,46.70%
5T,YFB,YXP,DeHavilland Dash-8,DHC-8,17,357,"66,402",23,483,"89,838",-6,-126,"-23,436",-26.10%,-26.10%,-26.10%
5T,YGT,YFB,DeHavilland Dash-8,DHC-8,4,84,"44,688",14,294,"156,408",-10,-210,"-111,720",-71.40%,-71.40%,-71.40%
5T,YGT,YIO,DeHavilland Dash-8,DHC-8,22,462,"113,652",10,210,"51,660",12,252,"61,992",120.00%,120.00%,120.00%
5T,YGT,YTE,DeHavilland Dash-8,DHC-8,5,105,"40,320",0,0,0,5,105,"40,320",,,
5T,YGT,YUX,DeHavilland Dash-8,DHC-8,19,399,"17,157",13,273,"11,739",6,126,"5,418",46.20%,46.20%,46.20%
5T,YHK,YBB,DeHavilland Dash-8,DHC-8,17,357,"54,264",16,336,"51,072",1,21,"3,192",6.30%,6.30%,6.30%
5T,YHK,YCB,DeHavilland Dash-8,DHC-8,5,105,"24,570",4,84,"19,656",1,21,"4,914",25.00%,25.00%,25.00%
5T,YHK,YYH,DeHavilland Dash-8,DHC-8,0,0,0,1,21,"1,785",-1,-21,"-1,785",-100.00%,-100.00%,-100.00%
5T,YHK,YZF,DeHavilland Dash-8,DHC-8,9,189,"128,331",9,189,"128,331",0,0,0,0.00%,0.00%,0.00%
